Name,Dept.,Rating,Difficulty,Would-Take-Again,Link
"Costello, Tom",CMN,4.8,1.7,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=350203
"Kraszewski, Gracjan",HIST,4.5,3.2,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2238519
"Shelley, Susan",Kinesiology,3,1,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2404527
"Fernandez-Doig, Fabiola",SPAN,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2486796
"O'Brien, Valerie",ENGL,4.6,3.2,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2050783
"Wilson, Steven",MUS,3.4,4,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1889258
"Pool, Marcia",BIOE,3.2,2.8,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1969623
"Garcia, Frank",ENGL,4.7,2.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2210124
"Chapman, Ken",Biology,2.7,3.5,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=183048
"Spires, Derrick",ENGL,4.2,3.3,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1791900
"Gates, Richard",Agriculture,2,4.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1541117
"Gonzalez, Cristina",SPAN,5,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2484307
"Chong, Wing Fung",MATH,3.2,4,60,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2336487
"Simmons, James",PS,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2445350
"Perkins, Amy",PSYC,4,5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2481834
"Rodriguez, Luis",Agriculture,3.5,2.8,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1114193
"Sohn, Agnes",ANTH,4,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2455734
"Namachchivaya, N. Sri",ENG,3,3.9,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=724733
"Strauser, David",Community Health Sciences,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2479676
"De Angelo, Christina",SPAN,5,1,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2479347
"He, Niao",IE,2,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2307760
"Barragan Diaz, Angela Maria",PHYS,1,4,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2479695
"Steinberg, Mark",HIST,5,3.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=210194
"Ali, Tariq",HIST,4,3,80,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1908208
"Orlean, Peter",BIOC,3.5,3.2,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1039148
"Cheng, Joseph",BUS,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2478132
"Hadley, Pamela",Speech & Hearing Sciences,4.4,2.1,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1244082
"Gallagher, John",ENGL,4,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2476393
"Nevins, Thomas",MATH,3.9,3.2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=845280
"Sutor , Sarah",ENGL,1.6,4.3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2044175
"Lammers, John",CMN,3.6,3,28.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1721066
"Brieher, William",Biochem.  Molecular Biology,4.8,3.7,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1987021
"Henderson, Jarrod",Biochem. & Molecular Biology,3.3,3.7,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1495996
"Yan, Su",Electrical & Computer Engineering,2.5,4.5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2397988
"Melnick, Arthur",PHIL,4.3,1.9,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=498473
"Flaherty, Mary",Speech & Hearing Sciences,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2469134
"Heald, Paul",LAW,3,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2453242
"Huerta Kosovych, Silvia",HIST,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2417209
"Chapman, William",CS,4.5,2.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1938215
"Schneider, Dorothee",HIST,3,3.2,70,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1444611
"Yershova, Anna",CS,3.8,3.2,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1668514
"Paik, Angela",ASST,3.7,3.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1923516
"Pan, Dipanjan",BIOE,2.5,1.5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2017242
"Dolan, Tyler",Literature,5,1,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2439537
"Gross, George",ENG,1.9,3.4,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=850996
"Baillargeon, Renee",PSYC,4.3,2,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1723342
"Escobar, Anna Maria",SPAN,3.5,2.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=977770
"Zhang, Xiaohui",CHIN,5,3.1,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2177892
"Johnston, Philip",DANC,4.3,2.1,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1359949
"Zoe, Rapti",MATH,3.5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=734033
"Krueger, Julie",SOC,3,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2456448
"Sarlah, David",CHEM,5,3.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1948105
"Tarjanyi, Peter",FR,5,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2461779
"Buccafusco, Christopher",LAW,3.2,3.6,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1232685
"Bartik, Alexander",ECON,3,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2399498
"Deangelo, Christina",SPAN,4.7,1.6,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1343409
"Keane, Richard",ENG,2.9,3,37.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=273579
"Kumar , Praveen",Civil Engineering,1.8,4.7,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1960009
"Guan, Yingjun",Information Science,5,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2456970
"Sotirovic, Mira",JOUR,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2456976
"Newton, Alexandra",PHIL,4.5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2337463
"Wang, Xinlei",Agriculture,2,4,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2428604
"Ahmadi, Pooyan",ECON,5,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2326402
"Etesami, Seyed",IE,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2440736
"Love, Geoffery",BUS,3.8,2.1,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=209542
"Sadler, Misumi",Languages,5,2.6,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=562551
"Callert, Kyle",Writing,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2455370
"Dailey, Megan",Animal Science,3.5,3.6,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1968059
"Bonomo, Marco",International Studies,1,4.5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2453694
"Haboush, William",MATH,1.4,4,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=274854
"Vieregger, Carl",BUS,4,2.5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1870737
"Schwenk, Andrew",GER,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2339393
"Akono, Ange",Civil Engineering,3.4,3.2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1983314
"Linville, Charles",STAT,2.5,2.9,27.2727,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2401552
"Lobato, Miren",SPAN,4,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2276528
"Mabry-Flynn, Amanda",ADV,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2330570
"Finch, Mitch",Accounting,3,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2451115
"Wiss, Jim",PHYS,3.6,2.6,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1525694
"Thomas-Ward, Jamie",PS,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2012961
"Bose, Subhonmesh",Electrical  Computer Engineering,5,3.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2277448
"McNeilly, Jennifer",MATH,4.1,3.2,60,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=547814
"Park, Haewon",ME,1.2,4.2,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2256031
"Chamorro Chavez, Leonardo",ME,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2263605
"MacDougall, Gregory",PHYS,2.5,4.2,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2012469
"Michael, Steve",BUS,4.9,2.6,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=452023
"Heath, Katy",Biology,3.8,3,60,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1927982
"Adve, Sarita",CS,4,3.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=119673
"Escobar, Laura",MATH,3.5,3.5,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2067708
"Crowston, Claire",HIST,3.4,2.6,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=364278
"Shea, Tim",SOCW,3.9,3.2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1951012
"Benson, Erin",ANTH,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2439008
"Song, Xiaodong",GEOL,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2446632
"Mallory, Mindy",Agricultural Economics,4,2.7,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1678293
"Asante-Appiah, Bright",Accounting,3.3,3.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1873664
"Grigsby-Toussaint, Diana",Community Health Sciences,2.4,4.3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1555547
"Lambert, Haydn",EDUC,5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2372782
"Muntendam, Antje",LING,3.4,3.7,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1129253
"Wang , Zach",Accounting,5,2.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1986399
"Engeseth, Nicki",Food Science,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2442141
"Parodi, Marco",SPAN,4,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2442223
"Parab, Kaustubh",Community Health Sciences,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2412278
"Pack, Tyler",PS,4.5,2.5,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2210780
"Lukacena, Kaylee",CMN,3.7,3,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1966241
"Levinstein, Benjamin",PHIL,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2421639
"Bellington, Janice",SOCW,3,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2440904
"Allendorf, Keera",SOC,3.3,2.9,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1574986
"Chandrasekaran, Karthik",ENG,3,3.5,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2065382
"Brunner, Robert",PHYS,3.9,3.3,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=531660
"Higgins, Chris",EDUC,3.3,2.2,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1994776
"McGovern, Timothy",MUS,4.2,2.7,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1862718
"Senseney, John",ARCH,3.8,3.4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1006562
"Lavoie, Mark",CMN,4.8,1.9,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1248527
"Sims, Theresa",Art History,3,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2435944
"Chowdhary, Girish",Agriculture,4,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2270516
"Babadoost, Mohammad",Crop Studies,4,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2435785
"Evans, Jillian",PS,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2407686
"Bauer, Dale",ENGL,4.9,2.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=503601
"Noble, Safiya",Media & Cinema Studies,5,2.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1808941
"Bowles, Melissa",SPAN,4.3,1.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1181092
"Sobol, Valeria",Literature,5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1815897
"Collins, Jasmine",Human amp Community Development,2,1,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2429958
"Francis, George",MATH,2.6,3.9,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=137091
"Sunia, Patricia",ENGL,4,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2025467
"Ceperley, David",PHYS,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2425203
"Hays, Mary",ENGL,2.3,2.3,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=456021
"Bellini, Michel",Biology,3.8,3.1,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=240250
"Uma, Ravat",STAT,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2339299
"Kuethe, Todd",Agricultural Economics,5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2278537
"Lahiri, Pratik",Electrical & Computer Engineering,1,4,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2405702
"Tilley, Carol",Information Science,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861229
"Lu, Yi",Electrical & Computer Engineering,3.5,4,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2349507
"Dann, Michael",REL,4.7,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2359125
"O'Dell, Benjamin",ENGL,3.9,3.4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1897680
"Ricketts, Scott",ENGL,3,3,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2241903
"Curry, Ramona",ENGL,2.6,3.6,40,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=843056
"Grift, Tony ""the Tiger""",ENG,2.7,3.2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=749695
"Patel, Karan",Information Science,5,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2402636
"Sar, Sela",ADV,3.5,2,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1923681
"Tse, Priscilla",MUS,1.8,3.4,10,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2283559
"Nair, Shankar",REL,5,1.7,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1905721
"Kuchinke, Peter",EDUC,5,3.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2188573
"Kinder, Christopher",Kinesiology,5,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2408626
"Miles, Joseph",MATH,4.2,3.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=448556
"Dig, Danny",CS,4.2,2.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1685432
"Schroeder, William",PHIL,3.7,3.7,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=968958
"Hengst, Julie",Speech & Hearing Sciences,1.5,3.5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1864543
"Sherman, Stephen",Urban  Regional Planning,5,1.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2074574
"Bretl, Timonthy",ENG,3.9,3.2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1249559
"Benoit, Malyoune",FR,3.5,2.7,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1958375
"Contreras, Ivan",MATH,4.8,2.8,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125964
"West, Argen",MATH,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2051785
"Schaffner, Spencer",ENGL,5,3.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1851561
"Strand, Rick",ARCH,3.1,2,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1662708
"Hwu, Wen-Mei",ENG,5,2.9,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=249015
"Koshik, Irene",ENGL,2.6,2.8,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=859194
"Ochs, Gary",Agriculture,4,1.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1983628
"Biscarri, William",STAT,4.4,3.2,80,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2018094
"Campbell, Aaron",CMN,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2328780
"Wilson, Bev",Urban  Regional Planning,2.7,3.3,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2238456
"Broughton, Katherine",Leisure Studies,3.7,2.4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1480785
"Fijalkovich, Mary",CMN,4,3.8,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2323197
"Eby, Beth",HIST,5,3.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2318640
"Martinez Robles, Jaime",MATH,3.6,2.6,78.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2049375
"Edelson, S. Max",HIST,4.2,2.6,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=122810
"Heeren, Cinda",CS,3.9,3.4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=511007
"Miller, Alexander",MATH,1,5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2233205
"Snodgrass, Eric",Science,4.8,1.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=992806
"Mauck, Carol",SOCW,5,1,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2385998
"Praeger,  Ulrike ",MUS,3.8,1.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2051034
"Szajna, Rebecca",LAW,1,1,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384758
"Stone, Corey",MATH,3,3.5,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2345674
"McMillen, Daniel",ECON,4,3.2,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1383394
"Solis, Gabriel",MUS,3.3,2.1,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=122808
"D'Angelo, John",MATH,3.3,4.2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=128248
"Morris, Scott",ENG,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=305757
"Tserunyan, Anush",MATH,2.4,4.2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1843345
"Li, Shu",MATH,1.3,4.6,9.0909,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2106179
"Jaramillo Jimenez, Juan",Electrical  Comp. Engineering,3.7,3.8,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2068208
"Eisinger, Robert",STAT,3.6,3.2,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1907647
"Borek, Matt",MUS,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1985027
"Olson, Scott",Civil Engineering,3.5,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2127838
"La Barre, Kathryn",Information Science,3.6,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861220
"Witt, Steven",Information Science,3,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2377245
"Thompson-Spires, Nafissa",ENGL,3.5,3.4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1904188
"Mostacero-Pinilla, Cristina",SPAN,4.7,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2315554
"Nesbitt, Steve",Science,3.4,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1138574
"Shoemaker, Daniel",Materials Engineering,1.9,4.5,33.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2139138
"Wright, Charles",ENGL,4.2,3,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1592535
"Mehdi, Nezami",Marketing,4,3.5,75,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2210879
"Leisman, Katelyn",MATH,4.5,3.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2339248
"Russell, Lindsay",ENGL,3.3,2.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1821615
"Korman, Daniel",PHIL,4.3,2.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1273936
"Gilbert, David",PHIL,4,3.3,80,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2141698
"Dutton, Craig",ENG,5,2.6,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1725773
"Bisbee, Donovan",CMN,3,2.8,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2026197
"Drackley, Patrick",LING,3,2,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2369585
"Popp, Beth",CMN,3.3,4,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1700959
"Parameswaran, Aditya",CS,4.4,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2017215
"Forsyth, David",CS,4.6,2.4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1178741
"Chew, Weng Cho",ENG,3.9,3.7,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=587188
"Selin, Jennifer",PS,1.6,4.7,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2141703
"Santos, Amy",SPED,1,3.3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1913817
"Sternburg, Thomas",Accounting,4.6,4.2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=927772
"Shakar, Alex",Writing,4.5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1231612
"Notaro, Stephen",Health Science,4.6,1.9,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=498684
"Farner, Susan",Health Science,4.7,1.6,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=641969
"Witt, Allison",EDUC,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2288537
"Granados, Maria",SPAN,4.5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2329513
"Vaidya, Nitin",ENG,4.7,2.6,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1613091
"Crull, Gary",Kinesiology,3,1.3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1231281
"Malekafzali, Farhad",PS,3.8,3.7,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=616271
"Vayntrub, Jacqueline",REL,4.4,1.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1836933
"Perdekamp, Matthias",PHYS,3.8,1.9,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1128722
"Noland, Dianne",Agriculture,4,2.2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=683381
"Davenport, Stephen",ENGL,4.8,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1667265
"Lumbley, Coral",ENGL,4.3,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2069682
"Phan, Johnathan",PSYC,3,4,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2260763
"Lee, Angela",PSYC,2,3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2354489
"Cheng, Joey",PSYC,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2354492
"Mason, Nadya",PHYS,3.3,3.6,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=991624
"Leake, Jim",ENG,1.8,4.3,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=734032
"Green, Angela",BIOE,2.8,2.5,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1234674
"Mahir, Saul",ANTH,3,2.9,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=875469
"White, Scott",ENG,2.6,4.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=134078
"Rosu, Grigore",CS,3,3.2,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1461507
"Weeks, Kristopher",CMN,5,4,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2259125
"Rosenblatt, Joe",MATH,2,3.1,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=474910
"Giertz, J. Fred",ECON,3,2.9,50,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=852250
"Davidson, Fred",EDUC,3.5,2.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1168877
"Heiles, William",MUS,4.3,3.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=395707
"Helle, Steve",JOUR,4.3,3.9,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=927951
"Manselle, Tonya",SOCW,4.9,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1029705
"Davila, Liv Thorstensson",EDUC,2,4,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2342724
"Witte, Jessica",ENGL,2.5,3.9,42.8571,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2090983
"Ritter, Ellen",Community Health Sciences,4.7,1.5,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1809042
"King-Taylor, Tanisha",SOCW,3,4,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2341407
"Bambenek, John",CS,4.1,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1810934
"Kreindler, Kate",Classics,5,3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2338917
"Gallant, Laura",CMN,3,4.1,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1811247
"Kuhlman, Thomas",PHYS,4.7,2.3,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1850158
"Weisbach, Michael",BUS,4.7,3.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=994473
"Abdulla, Wafa",Foreign Languages,5,2,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2291129
"Berlocher, Stewart",Biology,2.6,2.8,100,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=361100
