CourseID,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students
HDFS398,11,6,3,1,0,0,2,0,0,0,0,0,1,0,24
HDFS401,80,437,25,16,112,6,1,25,1,0,5,1,6,2,715
HDFS405,238,268,146,74,60,27,20,11,5,4,4,4,7,3,868
HDFS408,94,272,58,31,19,6,5,6,3,0,7,4,2,2,507
HDFS420,109,174,101,40,16,6,1,3,1,0,0,0,1,2,452
HDFS425,146,286,93,43,40,17,16,8,6,2,5,1,5,1,668
HDFS426,80,137,81,59,68,39,28,27,13,9,7,2,13,4,563
HDFS444,3,16,8,5,4,2,1,2,0,1,0,0,2,0,44
HDFS494,0,19,0,0,4,0,0,1,0,0,0,0,0,0,24
HIST100,489,1334,651,414,458,186,133,136,50,29,36,10,101,13,4027
HIST101,7,40,33,17,27,3,4,1,0,1,0,0,10,0,143
HIST102,3,20,12,9,8,7,3,1,1,0,3,0,1,0,68
HIST103,72,217,176,99,82,39,15,13,4,2,0,1,6,0,726
HIST104,265,624,260,127,90,28,16,21,8,6,6,0,20,2,1471
HIST105,4,98,71,66,45,18,21,8,4,1,3,1,4,1,344
HIST106,28,58,40,41,53,20,14,7,3,1,0,1,7,2,273
HIST110,7,53,81,73,50,30,20,4,5,1,1,1,3,1,329
HIST111,24,48,29,15,17,1,3,7,2,0,5,0,2,0,153
HIST112,10,21,5,9,4,1,2,6,1,2,2,0,3,0,66
HIST120,199,524,294,208,211,114,61,84,50,21,22,18,86,2,1892
HIST130,19,90,64,51,39,8,5,4,1,1,2,1,11,1,296
HIST135,0,26,36,44,43,37,10,9,5,0,0,0,5,1,215
HIST141,40,237,164,188,258,109,77,68,40,11,16,4,43,4,1255
HIST142,42,179,127,121,117,65,26,25,15,4,4,2,21,1,748
HIST164,1,126,72,36,26,7,3,3,3,0,1,4,18,2,300
HIST170,1,14,3,1,4,1,0,0,1,0,0,1,1,0,27
HIST171,125,434,306,238,246,103,50,49,25,14,14,9,53,6,1666
HIST172,109,479,440,323,345,147,61,61,29,13,21,10,34,6,2072
HIST199,73,87,18,6,8,6,5,3,4,0,0,0,6,0,216
HIST200,7,87,70,46,39,15,7,9,1,1,0,0,12,2,294
HIST202,37,40,27,33,19,21,11,11,4,1,8,2,16,3,230
HIST203,31,82,16,6,9,4,0,1,2,0,2,0,5,0,158
HIST205,34,68,69,25,26,5,4,2,0,1,0,0,2,0,236
HIST207,2,29,20,10,4,1,2,3,0,0,0,0,0,0,71
HIST211,28,69,40,16,28,7,7,10,0,2,2,0,1,1,210
HIST212,5,33,14,15,21,6,2,5,1,1,0,2,6,0,111
HIST213,20,27,27,21,9,5,2,2,0,1,3,1,0,0,118
HIST220,12,55,51,64,60,35,46,21,8,4,5,2,17,8,380
HIST221,45,121,106,78,43,20,11,3,2,1,0,2,1,2,433
HIST222,0,6,12,20,21,11,6,8,4,3,1,0,5,2,97
HIST226,0,11,11,10,10,4,1,0,1,0,0,0,1,1,49
HIST227,3,41,23,26,33,20,17,7,7,2,0,0,6,2,185
HIST236,20,188,282,88,43,26,10,6,1,2,1,1,11,1,679
HIST240,10,83,0,23,9,0,3,6,0,0,0,0,0,0,134
HIST241,20,481,0,308,151,0,44,31,0,9,2,0,11,0,1057
HIST245,8,45,75,29,33,23,11,8,4,2,8,0,9,2,255
HIST247,9,31,8,17,17,9,5,5,2,1,1,3,11,2,119
HIST251,21,24,55,76,117,104,79,60,17,7,5,0,12,4,577
HIST252,5,68,79,62,69,30,13,7,4,1,0,0,6,1,344
HIST253,6,44,38,13,6,9,2,4,0,1,0,0,6,1,129
HIST255,32,39,48,41,43,22,20,12,1,4,2,1,17,3,282
HIST256,0,49,30,27,27,10,14,9,5,2,1,0,8,0,182
HIST257,3,3,6,7,9,8,7,6,5,0,0,1,2,1,57
HIST258,38,107,95,86,85,50,23,16,10,4,5,5,30,0,554
HIST259,36,191,143,90,87,48,22,18,10,4,4,5,16,2,674
HIST260,12,92,88,60,77,35,12,14,3,0,1,1,11,0,406
HIST262,70,35,25,6,5,5,2,10,0,1,0,1,16,0,176
HIST263,8,116,108,74,88,23,13,14,4,0,5,0,7,0,460
HIST264,25,87,90,40,33,17,12,9,13,6,0,0,1,0,333
HIST265,1,18,17,18,12,9,5,4,1,0,0,0,3,0,88
HIST268,1,17,7,8,5,2,1,0,0,0,0,0,1,0,42
HIST269,109,153,74,27,24,19,4,7,5,1,5,2,38,2,468
HIST270,1,3,6,7,11,3,1,2,0,0,0,0,0,0,34
HIST271,6,56,56,41,64,26,20,28,10,3,4,1,10,2,325
HIST272,9,61,40,34,38,26,20,15,7,6,2,0,6,1,264
HIST273,47,171,159,111,129,59,24,28,15,5,6,2,14,0,770
HIST274,17,77,84,55,65,27,9,8,2,1,5,0,10,1,360
HIST275,27,74,37,21,19,9,3,7,10,0,0,1,1,0,209
HIST276,8,32,24,24,32,10,2,6,0,0,3,0,8,0,149
HIST277,42,166,76,58,60,34,14,16,13,2,5,5,8,3,499
HIST278,22,44,35,16,23,12,9,9,3,0,6,0,4,1,183
HIST279,1,7,16,11,8,3,2,2,0,0,0,0,0,0,50
HIST280,6,127,124,52,27,1,3,4,1,0,1,0,2,0,348
HIST281,114,419,180,90,75,37,14,21,8,2,7,1,40,4,1008
HIST283,42,178,91,43,81,25,10,10,9,0,6,0,14,1,509
HIST285,14,98,36,20,5,4,4,9,1,1,3,1,3,0,199
HIST286,10,74,39,18,26,17,9,4,1,1,2,0,3,1,204
HIST287,21,21,23,15,22,12,11,5,1,0,0,1,3,1,135
HIST293,4,17,12,8,3,2,1,0,0,1,0,0,3,1,51
HIST300,29,128,93,65,49,29,12,4,5,3,5,2,6,0,430
HIST305,0,3,6,7,7,4,5,2,0,0,1,0,0,0,35
HIST306,0,1,4,3,2,7,3,3,2,0,0,0,2,0,27
HIST307,21,61,33,11,12,2,1,1,1,0,0,0,0,0,143
HIST308,6,3,6,1,3,0,3,0,0,0,2,0,2,0,26
HIST310,28,53,33,21,10,3,2,1,1,0,0,0,1,0,153
HIST311,6,62,32,27,34,12,5,4,5,2,4,2,4,0,199
HIST312,16,39,22,9,31,11,1,1,2,1,1,0,3,0,137
HIST314,0,26,13,18,6,1,2,0,0,0,0,0,0,0,66
HIST315,1,5,7,7,10,6,5,3,1,0,0,0,0,0,45
HIST316,2,15,4,2,0,0,0,0,0,0,0,0,0,0,23
HIST317,0,13,5,1,1,0,0,1,0,0,1,3,0,0,25
HIST334,0,2,5,7,7,3,0,0,2,1,0,0,0,0,27
HIST335,12,45,34,37,24,11,9,5,3,0,0,0,7,1,187
HIST337,16,36,32,39,33,19,4,12,2,0,1,3,3,0,200
HIST338,0,3,6,3,3,7,2,0,0,0,0,0,0,0,24
HIST339,0,1,5,10,8,3,1,0,0,0,0,0,0,0,28
HIST342,2,6,6,3,3,3,0,0,1,0,0,0,0,0,24
HIST343,0,19,13,2,3,0,0,0,0,0,0,0,1,0,38
HIST344,0,6,5,5,2,5,1,0,0,0,0,0,0,0,24
HIST345,9,28,34,28,25,12,11,8,7,3,2,0,4,1,171
HIST346,7,30,17,7,12,4,3,3,1,0,2,1,0,1,87
HIST347,2,21,27,19,20,12,9,3,4,0,1,1,4,2,123
HIST348,2,25,26,21,11,7,6,3,2,0,1,0,0,0,104
HIST349,14,28,23,18,14,5,2,4,0,0,1,0,6,0,115
HIST350,0,31,37,17,9,12,5,0,0,2,1,0,3,2,117
HIST352,3,46,33,24,19,18,18,8,4,1,6,0,5,3,185
HIST353,10,69,38,22,20,8,0,1,3,0,1,1,1,3,174
HIST354,9,77,33,15,17,13,6,3,6,1,2,0,7,2,189
HIST355,0,24,11,7,4,1,0,1,0,0,0,1,1,0,50
HIST356,8,36,13,9,5,2,4,1,0,0,0,0,4,0,82
HIST357,6,24,30,29,27,5,5,2,0,0,1,0,1,1,130
HIST358,15,21,9,2,1,2,0,2,0,0,0,0,0,0,52
HIST361,11,27,28,11,13,6,3,0,0,1,0,0,2,1,102
HIST364,1,6,5,6,4,1,0,1,0,0,0,0,1,0,25
HIST365,12,75,48,17,11,8,2,4,4,1,1,0,6,2,189
HIST367,1,19,23,10,13,8,4,2,1,1,0,0,1,0,83
HIST368,4,10,9,1,1,0,1,0,0,0,0,0,0,0,26
HIST369,0,1,3,5,5,4,5,0,1,0,0,0,0,2,24
HIST370,3,56,44,39,40,19,6,4,4,0,1,1,3,0,220
HIST371,8,48,22,21,19,8,5,6,2,0,2,0,2,0,143
HIST372,27,17,4,4,4,4,0,3,0,0,2,0,2,0,67
HIST373,11,52,67,51,42,16,6,7,2,0,0,0,4,1,258
HIST374,42,99,104,77,88,47,20,13,8,4,9,0,14,1,525
HIST375,0,4,7,4,4,1,2,7,1,0,0,0,0,0,30
HIST376,0,10,19,15,19,15,3,1,1,0,1,0,0,0,84
HIST377,1,31,17,18,21,11,6,3,3,0,1,0,2,0,114
HIST380,5,37,32,13,21,7,4,6,2,0,1,2,6,0,136
HIST381,12,64,44,26,21,5,9,7,4,0,1,2,2,0,197
HIST390,8,100,83,42,15,6,4,3,0,0,5,0,1,1,267
HIST392,15,48,27,27,14,5,1,1,0,0,2,0,2,0,142
HIST394,16,24,12,7,7,3,4,1,2,0,0,0,2,1,78
HIST396,13,57,36,13,24,13,3,3,2,0,1,1,1,0,167
HIST397,1,9,24,25,17,7,8,1,0,1,1,0,4,0,98
HIST400,0,27,9,9,6,4,2,3,3,0,1,0,4,0,68
HIST401,2,3,3,3,4,4,3,0,0,0,1,0,0,0,23
HIST405,1,13,8,1,0,1,0,2,0,0,0,0,0,0,26
HIST406,1,7,11,9,2,6,3,2,2,0,0,1,4,0,48
HIST407,0,5,4,3,3,2,0,0,0,0,1,0,4,0,22
HIST410,0,14,12,2,8,1,1,2,1,0,0,0,2,0,43
HIST422,0,15,22,21,14,3,4,1,0,0,0,0,2,0,82
HIST427,0,13,3,3,2,0,0,0,0,0,0,0,1,0,22
HIST437,0,1,9,5,9,7,1,0,0,0,0,0,0,0,32
HIST439,11,74,30,20,22,10,3,0,2,0,0,1,5,2,178
HIST440,6,42,8,5,6,0,0,0,0,0,0,0,0,1,67
HIST441,0,55,21,19,9,0,4,2,0,0,0,0,0,0,110
HIST442,0,11,0,7,7,0,5,3,0,0,0,0,0,0,33
HIST443,1,47,3,11,15,0,3,1,0,0,0,0,1,1,82
HIST445,1,4,11,6,4,2,1,1,0,1,1,0,2,0,34
HIST446,0,10,16,9,10,3,1,1,0,1,0,0,1,2,52
HIST447,3,10,3,6,3,3,0,0,0,0,0,0,0,0,28
HIST450,0,3,5,1,3,2,5,1,3,0,1,0,0,2,24
HIST455,0,11,14,5,0,0,0,0,0,0,0,0,1,0,31
HIST456,0,6,5,5,5,3,2,2,0,0,0,0,0,0,28
HIST460,0,0,11,5,4,3,1,1,1,0,0,0,1,1,27
HIST461,3,13,27,24,15,6,0,1,0,0,2,0,1,0,92
HIST462,1,18,19,13,9,3,2,0,1,0,0,1,1,0,68
HIST466,0,23,11,9,14,9,4,3,0,0,1,1,4,0,79
HIST467,2,5,1,6,4,1,3,2,0,0,0,0,2,0,26
HIST471,0,30,16,6,3,1,2,0,0,2,0,0,4,0,64
HIST472,0,16,16,9,6,2,1,1,0,0,1,0,0,1,52
HIST473,0,1,5,5,6,5,3,1,1,0,0,0,1,0,28
HIST481,0,2,9,7,2,2,0,0,1,0,0,0,0,0,23
HIST488,1,6,3,1,5,1,1,1,0,0,0,0,2,0,21
HK100,0,100,0,0,4,1,0,3,0,0,0,0,1,0,109
HK103,8,69,3,1,2,0,0,1,0,0,0,0,0,0,84
HK104,1,325,0,0,23,0,0,12,0,0,3,0,9,2,373
HK106,78,60,2,2,3,1,0,1,0,1,2,0,1,1,151
HK109,327,81,41,20,10,12,7,1,3,1,1,2,4,1,510
HK110,88,168,58,23,16,13,8,1,9,2,1,1,17,1,405
HK111,214,151,38,13,15,8,6,7,2,1,2,0,12,1,469
HK125,33,340,0,0,32,0,0,5,0,0,2,0,3,1,415
HK140,43,41,34,8,3,4,3,0,0,0,0,0,3,0,139
HK141,24,9,2,3,1,0,0,0,0,0,0,0,0,0,39
HK150,0,53,0,0,56,0,0,28,0,0,3,0,2,1,142
HK154,21,306,48,31,55,11,6,14,4,3,3,0,9,0,511
HK171,101,26,20,1,3,2,0,1,0,1,1,1,4,0,161
HK200,0,118,30,18,18,7,5,4,1,1,1,0,8,2,211
HK201,60,91,28,11,4,4,4,2,0,0,1,1,1,0,207
HK203,13,17,5,2,3,1,0,1,0,0,1,0,0,0,43
HK204,0,166,0,0,21,0,0,5,0,0,3,0,4,0,199
HK205,0,64,18,9,15,4,0,1,0,1,0,0,3,0,115
HK206,113,20,7,5,7,2,3,1,3,0,0,0,6,1,167
HK207,80,149,36,20,28,9,7,5,0,3,2,0,1,0,340
HK208,20,641,2,0,31,1,0,7,0,0,5,0,16,0,723
HK209,35,23,0,2,1,2,0,1,0,2,0,0,2,0,68
HK242,0,76,0,0,26,0,0,11,0,0,5,0,8,0,126
HK243,101,58,27,11,4,9,5,0,2,5,2,1,5,1,230
HK250,13,31,19,20,11,11,3,2,2,1,0,0,1,0,114
HK262,0,16,8,0,7,1,2,0,1,0,0,0,0,0,35
HK263,29,19,10,2,1,1,0,1,1,0,0,0,0,0,64
HK264,0,88,0,1,1,0,1,0,0,0,0,0,2,0,93
HK270,5,12,6,1,0,0,0,0,1,0,0,0,0,0,25
HK271,499,192,78,18,27,25,6,15,10,3,3,2,15,2,893
HK272,18,2,0,1,1,0,0,1,0,0,0,0,0,0,23
HK300,13,53,8,11,12,9,2,4,2,0,1,0,5,2,120
HK302,98,78,0,0,12,0,0,2,0,0,0,0,4,1,194
HK305,13,17,2,2,4,0,5,0,0,0,0,0,0,1,43
HK340,0,30,33,15,20,16,9,1,3,2,0,0,0,0,129
HK350,2,14,0,3,2,0,0,0,0,0,0,0,0,0,21
HK352,2,27,0,0,38,0,0,11,0,0,10,0,1,0,89
HK353,7,28,19,13,24,12,3,8,2,1,2,0,2,0,121
HK370,22,39,6,4,1,2,0,1,0,1,0,0,0,0,76
HK408,124,50,15,7,3,1,2,2,1,0,1,0,4,0,210
HK409,16,10,3,1,1,0,0,0,0,0,0,0,0,0,31
HK410,79,16,4,5,3,1,0,0,2,0,1,1,0,0,112
HK414,25,1,0,0,0,1,0,0,0,0,0,0,1,0,28
HK416,27,20,13,6,6,7,1,0,0,0,1,0,0,0,81
HK417,6,20,8,8,9,2,2,6,0,0,0,0,2,0,63
HK418,0,176,0,0,9,0,0,1,0,0,1,0,0,0,187
HK420,15,11,13,5,2,5,0,0,0,0,1,1,0,0,53
HK421,0,57,0,0,9,0,0,2,0,0,1,0,1,0,70
HK438,10,9,5,2,2,0,0,0,0,0,0,0,0,0,28
HK440,0,34,0,0,1,0,0,0,0,0,0,0,0,0,35
HK442,97,15,10,6,1,4,2,0,0,0,1,0,3,1,139
HK453,9,47,0,2,2,0,0,2,0,0,1,0,0,0,63
HK470,0,120,0,0,7,0,0,3,0,0,0,0,3,0,133
HK471,0,41,0,0,1,0,0,0,0,0,0,0,0,0,42
HK517,14,7,7,2,0,0,0,0,0,0,0,0,0,0,30
HK532,14,11,1,3,0,0,0,0,0,0,0,0,0,0,29
HK534,12,10,2,2,1,1,0,0,0,0,0,0,0,0,28
HK550,10,10,7,1,0,0,0,0,0,0,0,0,0,0,28
HNDI201,0,17,1,0,1,2,0,1,1,0,0,0,0,0,23
HORT100,210,679,163,126,295,63,44,98,30,14,26,4,32,6,1784
HORT105,1635,980,342,207,283,109,61,92,30,15,33,16,49,6,3852
HORT106,176,397,224,170,179,93,59,47,45,7,15,11,20,5,1443
HORT107,1,952,256,241,281,14,11,18,1,0,4,0,2,3,1781
HORT180,70,307,102,71,83,32,10,17,8,2,4,0,8,1,714
HORT205,40,52,15,7,6,5,4,0,2,0,2,0,2,0,135
HORT223,7,26,6,5,8,2,2,0,0,0,2,0,2,0,60
HORT240,0,7,7,6,0,0,0,1,0,0,0,0,0,0,21
HORT301,7,24,7,19,25,15,14,10,9,4,6,4,4,1,148
HORT302,7,14,0,7,19,14,4,8,2,3,0,3,0,0,81
HORT341,9,24,12,7,5,6,2,1,0,0,0,3,0,0,69
HORT344,3,4,5,6,2,1,1,0,0,0,0,0,2,0,24
HORT360,0,4,8,5,3,2,2,0,0,0,0,1,0,0,25
HORT361,14,61,14,9,13,3,2,2,0,0,1,0,2,0,121
HORT430,267,612,180,123,85,36,39,25,12,7,13,11,70,10,1480
HORT434,1,14,6,6,9,4,2,3,1,0,0,0,4,0,50
HORT435,19,15,10,3,6,0,2,4,1,0,0,1,0,0,61
HORT442,5,30,3,1,2,3,0,0,0,0,0,0,0,0,44
HORT447,5,8,2,2,1,0,0,3,0,0,0,0,0,0,21
HORT499,8,30,6,3,2,3,1,0,2,2,0,1,5,3,63
HORT505,0,25,1,2,0,0,0,0,0,0,0,0,0,0,28
HRD400,13,73,13,6,5,1,0,0,0,0,1,0,0,0,112
HRD402,0,21,8,1,1,0,0,0,0,0,0,0,0,0,31
HRD411,19,402,73,45,15,11,6,1,2,0,4,0,44,7,622
HRD414,33,3,0,2,1,1,0,0,2,0,0,1,0,0,43
HRD415,0,61,5,4,1,3,1,2,0,0,1,0,1,0,79
HRD440,0,23,14,8,8,1,0,1,0,0,0,0,0,0,55
HRD470,12,8,2,3,1,1,1,0,0,0,0,0,0,0,28
HRD472,161,121,29,10,10,6,2,1,1,0,1,0,26,0,368
HRD530,33,108,13,8,10,2,0,0,0,0,0,0,1,1,175
HRD532,0,36,26,3,0,0,0,0,0,0,0,0,0,0,65
HRD534,3,12,9,3,5,3,0,0,0,0,0,0,0,0,35
HRD535,0,13,10,0,2,0,0,0,0,0,0,0,0,0,25
HRD540,1,29,12,10,2,2,0,0,0,0,0,0,0,0,56
HRD550,0,78,19,4,0,1,0,0,0,0,0,0,1,0,103
HRD572,87,14,10,3,1,0,0,1,0,0,0,0,0,0,116
HRD585,66,60,4,3,7,1,2,4,0,0,0,0,0,0,147
HRE400,0,34,1,2,15,0,0,0,0,0,0,0,0,0,52
HRE401,2,80,28,17,56,14,2,11,0,0,0,0,3,0,213
HRE411,31,4,0,0,0,0,0,0,0,0,1,0,0,0,36
HRE415,0,17,1,3,1,0,3,0,0,0,0,0,0,0,25
HRE472,17,38,5,1,2,0,0,1,0,0,0,0,1,0,65
HRE490,0,31,16,11,16,3,0,0,0,0,0,0,1,0,78
HRE495,25,46,2,5,2,1,3,0,0,0,0,0,0,0,84
HRE530,0,23,23,5,1,0,0,0,0,0,0,0,0,0,52
HRE531,0,46,25,7,18,1,0,1,0,0,0,0,0,0,98
HRE532,0,39,6,1,1,0,0,0,0,0,0,0,2,0,49
HRE533,4,19,0,0,0,0,1,0,0,0,0,0,0,0,24
HRE535,3,25,18,5,0,0,0,0,0,0,0,0,0,0,51
HRE585,0,29,0,0,1,0,0,0,0,0,0,0,0,0,30
IB100,372,2405,142,62,1343,52,32,593,30,14,232,8,361,35,5646
IB101,0,57,0,0,33,0,0,11,0,0,2,0,0,0,103
IB102,12,49,32,33,38,22,20,21,15,8,10,4,5,0,269
IB103,65,302,21,165,342,59,105,226,34,31,84,6,17,7,1457
IB104,57,118,117,88,98,80,44,27,29,4,5,7,14,2,688
IB105,878,2669,852,600,1050,335,193,275,125,99,70,81,218,34,7445
IB106,152,321,63,110,107,31,28,23,9,2,9,0,10,8,865
IB107,58,70,65,28,24,22,7,8,6,3,4,0,8,2,303
IB108,137,119,162,91,98,58,48,28,28,18,20,22,22,6,851
IB109,0,198,0,0,154,0,0,68,0,0,14,0,9,3,443
IB110,2,608,0,0,57,0,0,18,0,0,0,0,8,1,693
IB150,554,2416,1196,1066,1397,778,567,629,319,187,167,79,200,38,9555
IB151,497,649,276,141,174,39,32,36,9,6,6,1,12,2,1878
IB199,108,1602,37,11,76,3,4,28,3,1,14,1,17,10,1905
IB202,94,1215,16,102,674,21,65,190,10,13,70,2,29,12,2501
IB203,15,117,34,38,66,5,10,11,0,2,1,1,0,0,300
IB204,74,480,296,272,553,209,113,171,55,23,41,11,40,13,2338
IB210,25,10,0,2,2,0,0,0,0,0,2,0,0,0,41
IB230,68,102,19,7,6,5,2,4,1,0,0,1,6,0,221
IB270,5,67,38,21,23,5,1,4,0,0,0,0,0,0,164
IB271,31,61,18,11,4,6,0,1,0,0,0,0,1,1,133
IB299,32,52,1,1,3,1,1,2,0,0,0,0,0,0,93
IB302,93,390,256,343,480,176,143,164,49,21,30,3,25,5,2173
IB303,1,123,78,56,108,56,28,56,17,17,28,0,10,0,578
IB329,0,1621,5,0,834,0,0,215,4,0,23,0,4,5,2706
IB335,62,135,9,29,119,5,23,71,1,4,22,2,14,0,496
IB360,99,1378,26,91,584,6,21,141,5,0,18,0,4,12,2373
IB361,124,743,409,156,116,54,20,14,6,3,2,1,5,2,1653
IB362,23,242,88,57,81,28,16,18,3,2,3,2,4,1,567
IB363,0,103,0,0,74,2,1,20,0,0,4,0,4,0,208
IB364,201,110,16,38,25,4,6,4,0,0,3,0,3,2,410
IB368,9,65,8,10,64,8,8,22,1,2,6,0,6,0,209
IB372,20,59,13,13,7,0,0,0,0,0,0,0,0,0,112
IB392,0,43,0,0,0,0,0,1,0,0,0,0,0,0,44
IB401,5,43,5,4,21,3,2,10,0,0,4,0,1,0,98
IB405,5,60,9,14,16,1,2,2,0,0,0,0,1,0,110
IB409,3,9,3,1,3,2,1,0,0,0,0,0,0,0,22
IB410,1,10,4,1,3,1,1,0,2,0,0,0,0,0,23
IB411,244,308,91,78,68,23,15,24,5,13,10,5,83,9,967
IB420,19,169,29,39,67,17,6,11,0,0,3,0,1,2,361
IB426,10,48,9,32,46,35,20,20,10,2,2,0,0,3,234
IB427,0,16,2,4,3,0,0,0,0,0,0,0,0,0,25
IB429,3,137,22,18,92,15,10,34,7,6,6,4,5,3,359
IB430,0,21,0,1,0,0,0,0,0,0,0,0,0,0,22
IB431,0,98,17,5,8,0,3,2,0,0,1,0,3,1,137
IB432,94,338,18,13,44,6,1,7,1,1,2,1,4,2,530
IB433,8,20,3,5,3,1,0,3,0,0,0,0,0,0,43
IB434,0,15,3,0,2,1,0,0,0,0,0,0,0,0,21
IB435,0,196,0,0,24,0,0,2,0,0,0,0,2,0,224
IB439,36,56,24,18,13,4,3,6,0,0,2,1,1,0,164
IB443,5,12,11,2,10,2,1,1,2,0,0,1,1,0,48
IB449,6,5,4,5,5,1,1,3,0,0,1,0,1,1,32
IB451,91,200,121,63,63,24,8,8,3,2,1,0,4,1,588
IB452,43,140,52,42,40,10,7,4,0,0,0,0,4,0,342
IB453,45,83,72,42,23,15,4,0,1,0,0,0,1,2,286
IB461,52,75,24,26,37,16,9,13,5,3,3,0,3,1,266
IB462,8,65,35,16,18,12,4,7,3,2,1,0,0,1,171
IB463,20,58,0,13,18,0,4,3,0,0,0,0,0,0,116
IB464,6,17,7,5,17,4,4,4,1,1,4,0,0,2,70
IB468,14,39,4,10,11,1,3,6,0,0,0,0,0,1,88
IB471,10,19,10,3,2,1,1,1,0,0,0,0,0,0,47
IB472,39,53,0,20,8,0,0,0,0,0,0,0,0,2,120
IB473,24,32,0,10,6,0,0,4,0,0,0,0,0,1,76
IB481,8,62,24,6,8,1,0,0,0,0,0,0,0,0,109
IB482,5,84,1,1,25,0,0,2,0,0,1,0,0,1,119
IB483,8,25,8,10,13,6,5,3,2,3,5,0,7,1,95
IB485,12,132,96,48,28,25,0,1,0,0,0,0,0,2,342
IB494,27,57,23,17,15,8,1,1,0,0,0,1,0,0,150
IB496,18,83,4,12,3,0,0,0,0,0,0,0,0,1,120
IB501,1,68,27,17,9,6,1,0,2,2,0,1,2,1,136
IB504,1,6,4,2,6,3,0,0,0,0,0,0,0,0,22
IB517,30,64,6,6,1,0,0,0,0,0,0,0,0,0,107
IB532,29,26,10,5,2,0,0,0,0,0,0,0,0,0,72
IB533,33,9,0,2,0,0,0,0,0,0,0,0,0,0,44
IB534,33,12,3,2,0,1,0,0,0,0,0,0,0,0,51
IB535,14,6,0,1,1,0,0,1,0,0,0,0,0,0,23
IB536,21,29,2,1,0,1,0,1,0,0,0,0,0,0,55
IB542,0,14,1,2,2,2,0,0,0,0,0,0,0,0,21
IB546,0,52,0,4,1,0,0,0,0,0,0,0,0,0,57
IB592,0,21,0,0,0,0,0,1,0,0,0,0,1,0,23
IE300,235,698,655,619,819,486,373,328,186,118,124,74,130,30,4845
IE310,114,674,374,294,267,150,81,87,36,27,34,24,37,0,2199
IE330,32,112,72,69,73,42,37,31,18,13,13,8,7,1,527
IE340,66,363,15,10,114,5,4,17,1,0,3,0,4,1,602
IE360,78,180,161,144,137,69,30,15,7,1,0,1,3,1,826
IE361,42,188,210,137,123,56,23,20,6,2,0,0,2,2,809
IE370,10,152,88,61,51,55,27,35,31,8,11,4,4,1,537
IE371,0,94,11,21,8,7,3,1,5,0,1,0,0,0,151
IE398,4,108,33,33,65,9,11,20,10,1,4,0,2,0,300
IE400,32,222,64,59,136,39,31,37,15,7,5,0,5,0,652
IE405,15,102,113,76,46,26,2,1,0,0,0,0,0,0,381
IE410,22,122,45,64,87,68,29,46,14,13,42,7,32,1,591
IE411,56,93,69,52,43,22,19,4,2,1,1,1,7,1,370
IE412,24,57,57,46,60,35,23,21,18,9,4,2,1,0,357
IE413,24,141,61,66,120,31,46,58,14,24,25,12,21,5,643
IE420,50,165,121,99,108,67,37,25,13,7,9,5,3,0,709
IE421,28,36,30,14,5,5,1,1,1,0,0,0,1,0,122
IE430,25,136,122,101,139,33,14,18,7,3,2,1,1,0,602
IE431,13,135,110,100,85,28,11,8,3,0,0,0,2,1,495
IE434,12,14,4,3,0,0,0,0,0,0,0,0,0,0,33
IE498,43,90,60,33,21,9,4,1,1,1,1,0,3,0,267
IE510,6,12,10,8,7,1,0,0,0,0,0,0,0,0,44
IE511,6,32,19,8,2,1,0,0,0,0,0,0,1,0,69
IE517,0,33,12,1,0,0,0,0,0,0,0,0,0,0,46
IE521,12,36,20,15,5,5,0,0,1,0,0,0,2,1,96
IE522,46,250,96,95,99,42,6,9,3,0,2,0,1,1,649
IE523,102,175,239,96,42,13,2,4,0,0,0,0,2,0,675
IE524,32,232,115,83,49,23,5,4,1,0,0,0,0,0,544
IE525,50,272,110,97,100,41,8,9,0,0,0,0,1,2,688
IE526,57,136,112,87,56,27,4,5,0,0,0,0,1,1,485
IE529,16,95,43,8,4,7,1,0,0,0,0,0,0,0,174
IE531,27,19,28,24,16,3,0,0,0,0,0,0,1,0,118
IE532,0,75,25,10,4,1,0,0,0,0,0,0,0,0,115
IE534,249,255,70,27,9,4,4,3,2,0,0,0,0,5,623
IE598,38,100,77,26,13,2,1,0,0,0,0,0,0,0,257
IHLT101,0,904,0,0,159,1,0,61,1,0,15,0,24,2,1165
IHLT102,738,573,211,79,71,42,24,26,21,6,11,9,38,2,1849
IHLT230,110,93,28,10,5,2,2,1,1,0,0,0,5,1,257
IHLT232,610,502,183,51,71,59,26,27,20,3,4,7,28,5,1591
IHLT240,78,79,28,8,12,5,3,3,2,0,2,1,3,0,224
IHLT375,304,557,124,26,42,18,7,6,9,2,3,4,12,1,1114
IHLT474,78,689,13,3,52,5,1,9,2,1,2,1,24,1,880
IHLT475,69,460,7,8,46,1,1,7,0,0,3,0,4,0,606
INFO102,133,620,146,158,305,66,47,71,20,4,29,4,30,9,1633
INFO103,21,59,24,22,24,13,9,11,4,2,11,0,15,4,215
INFO199,7,20,1,3,2,2,1,0,0,0,0,0,2,0,38
INFO202,79,483,272,215,220,117,84,74,45,23,28,9,60,7,1709
INFO310,0,24,10,1,3,2,1,5,0,0,0,2,6,0,54
INFO333,28,69,24,11,14,6,5,9,5,3,3,14,5,6,196
