Name,Course,Rating,Difficulty,Would-Take-Again,Link
"Kersh, Mariana",ME481,1.6,3.7,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2046302
"Kersh, Mariana",ME482,1.6,3.7,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2046302
"Kersh, Mariana",TAM210,1.6,3.7,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2046302
"Kersh, Mariana",TAM211,1.6,3.7,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2046302
"Song, Jinsub",KOR202,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2176393
"Song, Jinsub",KOR201,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2176393
"Hays, Jude",PS240,3.4,2.9,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=969235
"Rosenbaum, Elyse",ECE482,3.1,4.3,85.7143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=585721
"Rosenbaum, Elyse",ECE585,3.1,4.3,85.7143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=585721
"Rosenbaum, Elyse",ECE342,3.1,4.3,85.7143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=585721
"Rosenbaum, Elyse",ECE442,3.1,4.3,85.7143,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=585721
"Wissa, Aimy",ME475,2.7,3.3,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2448955
"Wissa, Aimy",ME370,2.7,3.3,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2448955
"Wissa, Aimy",ME498,2.7,3.3,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2448955
"Gadway, Bryce",PHYS211,3.7,3.5,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2222709
"Gadway, Bryce",PHYS213,3.7,3.5,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2222709
"Gadway, Bryce",PHYS214,3.7,3.5,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2222709
"Duff, Brittany",SBC505,3.7,3.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1939471
"Duff, Brittany",ADV284,3.7,3.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1939471
"Duff, Brittany",ADV400,3.7,3.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1939471
"Duff, Brittany",ADV491,3.7,3.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1939471
"Duff, Brittany",ADV580,3.7,3.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1939471
"Duff, Brittany",ADV587,3.7,3.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1939471
"Nguyen, Ha",STAT400,4.0,2.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2649650
"Nguyen, Ha",STAT430,4.0,2.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2649650
"Nguyen, Ha",STAT107,4.0,2.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2649650
"Nguyen, Ha",STAT100,4.0,2.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2649650
"Nguyen, Ha",STAT385,4.0,2.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2649650
"Andrawes, Bassem",CEE463,2.4,3.6,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1904912
"Andrawes, Bassem",CEE598,2.4,3.6,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1904912
"Andrawes, Bassem",CEE468,2.4,3.6,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1904912
"Ming, Ray",IB103,2.5,3.0,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1276505
"Ming, Ray",IB472,2.5,3.0,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1276505
"Ming, Ray",IB473,2.5,3.0,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1276505
"Lo, Alexander",ACE161,1.0,1.5,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2067139
"Lo, Alexander",ACE199,1.0,1.5,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2067139
"Bacon, Eli",CMN340,3.0,3.8,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2573364
"Sydnor, Synthia",KIN142,3.5,1.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2410379
"Sydnor, Synthia",KIN346,3.5,1.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2410379
"Sydnor, Synthia",KIN249,3.5,1.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2410379
"Sydnor, Synthia",KIN494,3.5,1.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2410379
"Ranjan, Alok",ECON203,5.0,3.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2568558
"Ranjan, Alok",ECON440,5.0,3.4,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2568558
"Cockrell, Adam",BADM324,3.6,2.6,60.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2568588
"Cockrell, Adam",BADM565,3.6,2.6,60.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2568588
"Cockrell, Adam",BADM275,3.6,2.6,60.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2568588
"Cockrell, Adam",BADM375,3.6,2.6,60.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2568588
"Cockrell, Adam",BADM567,3.6,2.6,60.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2568588
"Cantoni, Nicole",SOCW300,4.7,3.3,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2572126
"Cantoni, Nicole",SOCW541,4.7,3.3,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2572126
"Cantoni, Nicole",SOCW200,4.7,3.3,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2572126
"Ertekin, Elif",TAM212,5.0,2.7,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2411518
"Ertekin, Elif",ME432,5.0,2.7,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2411518
"Ertekin, Elif",TAM251,5.0,2.7,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2411518
"Ertekin, Elif",ME330,5.0,2.7,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2411518
"Ertekin, Elif",TAM451,5.0,2.7,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2411518
"Ertekin, Elif",ME498,5.0,2.7,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2411518
"Scully, Bernhard",MUS443,3.8,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1862711
"Rushing, Robert",ITAL470,4.6,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=843532
"Rushing, Robert",ITAL156,4.6,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=843532
"Makela, Jonathan",ECE110,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2751842
"Makela, Jonathan",ECE445,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2751842
"Makela, Jonathan",ECE456,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2751842
"Makela, Jonathan",ECE210,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2751842
"Makela, Jonathan",ECE437,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2751842
"Makela, Jonathan",ECE450,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2751842
"Nunez Cortez, Idalia",CI446,2.0,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2767282
"Nunez Cortez, Idalia",CI477,2.0,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2767282
"Niekerk, Carl",GER270,4.4,2.6,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=917109
"Niekerk, Carl",EURO199,4.4,2.6,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=917109
"Niekerk, Carl",GER201,4.4,2.6,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=917109
"Chakraborty, Arnab",UP312,3.5,3.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2239316
"Chakraborty, Arnab",UP510,3.5,3.5,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2239316
"Burbules, Nicholas",EPS412,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2724430
"Burbules, Nicholas",EPOL406,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2724430
"Burbules, Nicholas",EPOL407,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2724430
"Burbules, Nicholas",EPOL480,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2724430
"Burbules, Nicholas",ERAM552,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2724430
"Burbules, Nicholas",EPS415,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2724430
"Burbules, Nicholas",EPS410,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2724430
"Burbules, Nicholas",EPS411,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2724430
"Cellarosi, Francesco",MATH241,4.9,2.6,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1782801
"Cellarosi, Francesco",MATH461,4.9,2.6,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1782801
"Cellarosi, Francesco",MATH453,4.9,2.6,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1782801
"Eriten, Melih",ME340,4.8,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1583435
"Li, Xiaochun",MATH447,4.0,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1164746
"Li, Xiaochun",MATH540,4.0,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1164746
"Li, Xiaochun",MATH444,4.0,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1164746
"Li, Xiaochun",MATH347,4.0,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1164746
"Li, Xiaochun",MATH413,4.0,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1164746
"Li, Xiaochun",MATH461,4.0,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1164746
"Li, Xiaochun",MATH285,4.0,2.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1164746
"Souyris, Sebastian",BADM211,4.0,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2660117
"Souyris, Sebastian",BADM275,4.0,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2660117
"Mulvey, Philip",SOCW542,1.0,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2763925
"Mulvey, Philip",SOCW514,1.0,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2763925
"Mulvey, Philip",SOCW541,1.0,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2763925
"Mulvey, Philip",SOCW451,1.0,4.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2763925
"Malhi, Ripan",ANTH246,3.9,1.9,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1930999
"Malhi, Ripan",ANTH441,3.9,1.9,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1930999
"Hovakimyan, Naira",ME460,4.0,4.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1378832
"Hovakimyan, Naira",ME562,4.0,4.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1378832
"Hovakimyan, Naira",ME360,4.0,4.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1378832
"Hovakimyan, Naira",TAM212,4.0,4.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1378832
"Hovakimyan, Naira",ME340,4.0,4.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1378832
"Ishikawa, Keiko",SHS300,3.8,4.0,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2420766
"Ishikawa, Keiko",SHS511,3.8,4.0,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2420766
"Ishikawa, Keiko",SHS513,3.8,4.0,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2420766
"Channell, Marie",SHS170,4.3,2.2,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2574722
"Channell, Marie",SHS380,4.3,2.2,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2574722
"Channell, Marie",SHS320,4.3,2.2,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2574722
"Channell, Marie",SHS533,4.3,2.2,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2574722
"Channell, Marie",SHS120,4.3,2.2,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2574722
"Clegg, Robert",PHYS213,2.3,4.2,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=209737
"Clegg, Robert",PHYS214,2.3,4.2,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=209737
"Aminmansour, Abbas",ARCH433,4.1,3.1,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=671943
"Aminmansour, Abbas",ARCH595,4.1,3.1,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=671943
"Aminmansour, Abbas",ARCH232,4.1,3.1,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=671943
"Aminmansour, Abbas",ARCH452,4.1,3.1,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=671943
"Aminmansour, Abbas",ARCH451,4.1,3.1,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=671943
"Aminmansour, Abbas",ARCH352,4.1,3.1,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=671943
"Aminmansour, Abbas",ARCH554,4.1,3.1,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=671943
"Emkes, Kyle",RST354,5.0,3.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2337287
"Ciafone, Amanda",MACS351,4.6,1.9,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2198184
"Ciafone, Amanda",MACS166,4.6,1.9,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2198184
"Ciafone, Amanda",MACS391,4.6,1.9,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2198184
"Ciafone, Amanda",MACS317,4.6,1.9,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2198184
"Ciafone, Amanda",MACS100,4.6,1.9,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2198184
"O'Neill, Brian",SOC226,5.0,3.3,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2608635
"O'Neill, Brian",SOC160,5.0,3.3,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2608635
"O'Neill, Brian",SOC100,5.0,3.3,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2608635
"O'Neill, Brian",SOC380,5.0,3.3,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2608635
"Scott, Nehemiah",BADM335,2.9,3.6,28.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2034837
"Scott, Nehemiah",BADM378,2.9,3.6,28.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2034837
"Scott, Nehemiah",BADM374,2.9,3.6,28.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2034837
"Scott, Nehemiah",BADM567,2.9,3.6,28.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2034837
"Scott, Nehemiah",BADM375,2.9,3.6,28.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2034837
"Scott, Nehemiah",BADM566,2.9,3.6,28.5714,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2034837
"Wegmann, Kate",SOCW410,4.0,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1951008
"Wegmann, Kate",SOCW519,4.0,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1951008
"Forman, Gretchen",ENG100,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2708630
"Forman, Gretchen",ENG398,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2708630
"Forman, Gretchen",ENG101,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2708630
"Forman, Gretchen",ENG177,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2708630
"Forman, Gretchen",ENG300,5.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2708630
"Tajkhorshid, Emad",MCB493,1.0,5.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2497439
"Tajkhorshid, Emad",CHEM440,1.0,5.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2497439
"Allen, Jacob",HK352,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2755060
"Allen, Jacob",KIN352,5.0,2.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2755060
"Hirani, Anil",MATH481,2.1,4.2,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1004115
"Hirani, Anil",MATH490,2.1,4.2,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1004115
"Hirani, Anil",MATH415,2.1,4.2,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1004115
"Hirani, Anil",MATH423,2.1,4.2,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1004115
"Hirani, Anil",MATH461,2.1,4.2,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1004115
"Hirani, Anil",MATH285,2.1,4.2,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1004115
"Hirani, Anil",MATH286,2.1,4.2,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1004115
"Hirani, Anil",CS450,2.1,4.2,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1004115
"Hirani, Anil",CS357,2.1,4.2,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1004115
"Hirani, Anil",CS555,2.1,4.2,25.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1004115
"Frank, Devin",PHIL438,3.3,3.8,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2414192
"Frank, Devin",PHIL102,3.3,3.8,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2414192
"Frank, Devin",PHIL425,3.3,3.8,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2414192
"Sherwood, Ryan",ENGL104,3.0,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2451494
"Sherwood, Ryan",ENGL115,3.0,3.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2451494
"Lee, Minjoo",ECE444,4.0,3.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2663364
"Lee, Minjoo",ECE210,4.0,3.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2663364
"Lee, Minjoo",ECE211,4.0,3.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2663364
"Lee, Minjoo",ECE329,4.0,3.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2663364
"Lee, Minjoo",ECE340,4.0,3.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2663364
"Lee, Minjoo",ECE304,4.0,3.0,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2663364
"Miller, Andrew",IB471,2.5,4.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2653161
"Miller, Andrew",ECE407,2.5,4.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2653161
"Miller, Andrew",CS374,2.5,4.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2653161
"Miller, Andrew",CS498,2.5,4.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2653161
"Miller, Andrew",ECE398,2.5,4.0,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2653161
"Houser, Barry",MUSC488,4.4,1.9,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696798
"Houser, Barry",MUSC487,4.4,1.9,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696798
"Houser, Barry",MUSC481,4.4,1.9,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696798
"Houser, Barry",MUS242,4.4,1.9,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696798
"Houser, Barry",MUS271,4.4,1.9,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696798
"Houser, Barry",MUS274,4.4,1.9,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696798
"Houser, Barry",MUS270,4.4,1.9,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696798
"Houser, Barry",MUS273,4.4,1.9,83.3333,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696798
"Cummins, Desmond",MATH225,4.6,1.6,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1753694
"Cummins, Desmond",MATH241,4.6,1.6,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1753694
"Cummins, Desmond",MATH290,4.6,1.6,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1753694
"Cummins, Desmond",MATH181,4.6,1.6,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1753694
"Statt, Antonia",MSE480,4.0,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2701398
"Statt, Antonia",MSE458,4.0,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2701398
"Statt, Antonia",MSE485,4.0,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2701398
"Silhan, Peter",ACCY200,1.5,3.6,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=68582
"Silhan, Peter",ACCY432,1.5,3.6,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=68582
"Van Heuvelen, Thomas",SOC196,4.5,3.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2225991
"Van Heuvelen, Thomas",SOC373,4.5,3.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2225991
"Van Heuvelen, Thomas",SOC163,4.5,3.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2225991
"Van Heuvelen, Thomas",SOC380,4.5,3.5,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2225991
"Moist, John",CMN210,4.9,2.7,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2329609
"Williams, Kyle",ENGL202,4.2,1.8,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1120351
"Williams, Kyle",RHET105,4.2,1.8,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1120351
"Dubin, David",IS142,3.6,2.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861217
"Dubin, David",IS390,3.6,2.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861217
"Dubin, David",IS310,3.6,2.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861217
"Dubin, David",INFO310,3.6,2.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861217
"Dubin, David",IS199,3.6,2.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861217
"Dubin, David",IS505,3.6,2.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861217
"Dubin, David",IS542,3.6,2.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861217
"Dubin, David",IS561,3.6,2.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861217
"Dubin, David",LIS501,3.6,2.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861217
"Dubin, David",LIS561,3.6,2.4,75.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1861217
"Allen, Ryan",HIST264,3.5,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2504064
"Allen, Ryan",HIST352,3.5,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2504064
"Allen, Ryan",HIST354,3.5,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2504064
"Allen, Ryan",HIST361,3.5,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2504064
"Allen, Ryan",HIST252,3.5,2.5,50.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2504064
"Bentley, Brandie",SOCW410,5.0,3.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2748339
"Skabelund, Dane",MATH415,3.5,4.0,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2412541
"Skabelund, Dane",MATH115,3.5,4.0,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2412541
"Skabelund, Dane",MATH241,3.5,4.0,66.6667,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2412541
"Chen, Yun-Sheng",ECE329,1.0,3.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2611226
"Chen, Yun-Sheng",ECE110,1.0,3.0,0.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2611226
"Mercer, Lisa",ARTD218,5.0,4.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2747261
"Mercer, Lisa",ARTD318,5.0,4.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2747261
"Mercer, Lisa",ARTD351,5.0,4.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2747261
"Mercer, Lisa",ARTD471,5.0,4.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2747261
"Mercer, Lisa",HIST172,5.0,4.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2747261
"Li, Mingyuan",PHIL206,4.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2747583
"Li, Mingyuan",PHIL101,4.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2747583
"Li, Mingyuan",PHIL100,4.0,1.0,100.0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2747583
