subject,course_code,title,credits,prerequisites,gened,subcategories
LAT,460,Medieval Latin ,3 or 4,Two years of college Latin or consent of instructor,,
LAT,491,Readings in Latin Literature ,3 or 4,"Three years of college Latin or equivalent, or consent of instructor",,
LAT,492,Senior Thesis ,2 or 4,Senior standing and consent of Classics Honors Program,,
LAT,493,Independent Reading ,1 to 4,LAT 401 and consent of instructor,,
LAT,511,Advanced Prose Composition ,1,,,
LAT,520,Proseminar ,4,LAT 491 or equivalent,,
LAT,531,Special Disciplines ,4,,,
LAT,580,Latin Seminar ,4,A Latin proseminar,,
LAT,595,Intro to Classical Studies ,4,,,
LAT,599,Thesis Research ,0 to 16,,,
LAW,199,Undergraduate Open Seminar ,1 to 3,,,
LAW,201,Basic Constitutional Law & Individual Rights ,3,,,
LAW,301,Introduction to Law ,3,,HUM,HP
LAW,302,Transitional Justice ,3,,"CS, HUM","HP, US"
LAW,303,Living the Law ,3,,HUM,HP
LAW,304,Introduction to Legal Research ,1,,,
LAW,305,Art and Cultural Property Law ,3,,,
LAW,306,The Operation of the American Criminal Justice System ,3,,,
LAW,307,Law and Literature ,3,,,
LAW,499,LAW Study Abroad ,0 to 18,Full academic standing in the College of Law or Graduate College; consent of major department,,
LAW,500,LLM Legal Writing and Research ,2,Admission to the U,,
LAW,501,Professional Responsibility ,3 or 4,,,
LAW,598,Law Partner Scholar Notation ,0,For students who are identified by Illinois Law Partner schools for admission into the Illinois LL,,
LAW,599,Thesis Research ,0 to 16,,,
LAW,600,Pro Bono Service ,0,Enrollment in the J,,
LAW,601,Contracts ,4,,,
LAW,602,Property ,4,,,
LAW,603,Torts ,4,Law students only,,
LAW,604,Criminal Law ,4,Law students only,,
LAW,605,Criminal Proc: Investigation ,3 or 4,,,
LAW,606,Constitutional Law I ,4,,,
LAW,607,Civil Procedure ,4,,,
LAW,609,Legal Writing & Analysis ,2 or 3,,,
LAW,610,Introduction to Advocacy ,2 or 3,,,
LAW,612,Constitutional Law III ,3 or 4,LAW 606,,
LAW,615,Administrative Law ,3 or 4,,,
LAW,616,Environmental Law and Pol I ,3 or 4,,,
LAW,618,Natural Resources ,2 to 4,,,
LAW,619,Wildlife Law ,3 or 4,,,
LAW,620,Health Law Policy ,3 or 4,,,
LAW,622,Land Use Planning ,2 to 4,,,
LAW,624,Real Estate Finance ,3 or 4,,,
LAW,625,State and Local Government ,3 or 4,LAW 606,,
LAW,627,Legal Research ,1 or 2,,,
LAW,629,Bankruptcy ,3 or 4,,,
LAW,631,Secured Transactions ,2 to 4,,,
LAW,633,Business Associations I ,3 or 4,,,
LAW,634,Securities Regulation ,3 or 4,LAW 633,,
LAW,635,Securities Litigation ,3 or 4,LAW 633,,
LAW,636,Business Associations II ,3 or 4,LAW 633,,
LAW,638,White Collar Crime ,2 to 4,This course is appropriate for law students who have completed introductory courses in criminal law and procedure,,
LAW,639,Corporate Finance ,3 or 4,LAW 633,,
LAW,642,Antitrust Law ,3 or 4,,,
LAW,643,Trademark & Unfair Competition ,3 or 4,,,
LAW,644,Copyright Law ,3 or 4,,,
LAW,645,Patent Law ,2 to 4,,,
LAW,647,Income Taxation ,3 or 4,,,
LAW,648,Corporate Taxation ,3 or 4,LAW 647,,
LAW,649,Partnership Taxation ,3 or 4,LAW 647,,
LAW,651,Tax Exempt Organizations ,3 to 4,"LAW 647 is a prerequisite, though it may be waived in appropriate cases",,
LAW,653,International Business Trans ,3 or 4,,,
LAW,654,International Trade Policy ,3 or 4,,,
LAW,655,European Union Law ,2 to 4,,,
LAW,656,International Law ,3 to 4,,,
LAW,657,International Human Rights Law ,3 or 4,,,
LAW,660,Individual Employee Rights ,3 or 4,,,
LAW,662,Labor Law I ,3 or 4,,,
LAW,664,Employment Discrimination ,2 to 4,,,
LAW,667,Family Law ,3 or 4,,,
LAW,668,Decedents' Estates and Trusts ,3 or 4,,,
LAW,670,Elder Law ,3 or 4,,,
LAW,673,Workers Compensation ,2 or 3,,,
LAW,675,Products Liability ,2 to 4,,,
LAW,676,Insurance Law ,3 or 4,,,
LAW,678,Anthropology and Law ,3 or 4,,,
LAW,679,Criminal Proc: Adjudication ,3 or 4,,,
LAW,680,Professional Responsibility ,2 to 4,,,
LAW,682,Evidence ,3 or 4,,,
LAW,683,Complex Litigation ,3 or 4,,,
LAW,684,Federal Courts ,3 or 4,,,
LAW,685,Dispute Resolution ,2 to 4,,,
LAW,686,Remedies ,2 to 4,,,
LAW,687,Jurisprudence ,3 or 4,,,
LAW,688,American Legal History ,3 or 4,Some prior study of U,,
LAW,689,Law and Economics ,3 or 4,,,
LAW,692,Field Placements ,1 to 4,,,
LAW,693,Clinical Training ,1 to 5,,,
LAW,694,Trial Advocacy ,2 to 4,,,
LAW,695,Fundamentals of Trial Practice ,3 or 4,LAW 694 and completion or concurrent enrollment in LAW 682,,
LAW,696,Legal Problems ,1 to 2,,,
LAW,697,Moot Court ,1 to 2,,,
LAW,699,Independent Study ,0 to 2,,,
LAW,701,Leadership Project ,0,Students may enroll only with permission of the Director of the Leadership Project,,
LAW,792,Current Legal Problems ,1 to 4,,,
LAW,793,Advanced Litigation Topics ,1 to 4,,,
LAW,794,Adv Topics in Business Law ,1 to 4,,,
LAW,795,Adv Topics in Criminal Law ,1 to 4,,,
LAW,796,Comparative Law Topics ,1 to 4,,,
LAW,797,Intellectual Property Topics ,1 to 4,,,
LAW,798,Seminars ,1 to 4,,,
LCTL,101,Elementary Course in a Less Commonly Taught Language I ,1 to 5,Departmental approval is required,,
LCTL,102,Elementary Course in a Less Commonly Taught Language II ,1 to 5,Consent of instructor,,
LCTL,201,Intermediate Course in a Less Commonly Taught Language I ,1 to 5,Consent of instructor,,
LCTL,202,Intermediate Course in a Less Commonly Taught Language II ,1 to 5,Consent of instructor,,
LCTL,301,Advanced Course in a Less Commonly Taught Language I ,1 to 5,Consent of instructor,,
LCTL,302,Advanced Course in a Less Commonly Taught Language II ,1 to 5,Consent of instructor,,
LEAD,116,Honors Uncommon Reads ,1,Restricted to Honors LLC students,,
LEAD,140,Harnessing Your Interpersonal Intelligence ,2,,,
LEAD,170,Leading Student Organizations ,2,LEAD 140,,
LEAD,230,Leadership Communications ,3,,,
LEAD,260,Foundations of Leadership ,3,,SBS,SS
LEAD,321,Training and Development ,3,,,
LEAD,339,Social Justice Leadership ,3,,,
LEAD,340,Leadership Ethics & Society: Addressing Contemporary Challenges ,3,,CS,US
LEAD,425,Leading Teams ,3,,,
LEAD,426,Leadership Ethics ,2,,,
LEAD,427,Human-centered Organizational Leadership and Management ,2,,,
LEAD,440,Interpersonal Intelligence for Professional Success ,2,Graduate Student or Senior Standing Required,,
LEAD,460,Critical Approaches to Leadership Practice ,3,LEAD 260; LEAD 380,,
LEAD,470,Leading Professional Organizations and Communities ,2,Graduate Student or Senior Standing Required,,
LEAD,480,Collaborative Leadership ,3 or 4,LEAD 260 or equivalent,,
LER,100,Introduction to Labor Studies ,3,,SBS,SS
LER,110,Labor and Social Movements ,3,,,
LER,120,Contemporary Labor Problems ,3,,,
LER,130,Intro Labr Wrkng Class History ,3,,,
LER,199,Undergraduate Open Seminar ,1 to 5,,,
LER,200,Globalization and Workers ,3,,,
LER,210,Images of Labor in Film ,3,,,
LER,220,"The Media, Workers, and Unions ",3,,,
LER,225,Labor Issues in Sports ,3,,,
LER,240,China's Labor Relations ,3,,,
LER,290,Introduction to Employment Law ,3,,,
LER,300,"Workers, Unions, and Politics ",3,,,
LER,320,"Gender, Race, Class and Work ",3,"LER 100, LER 110 or one course that covers race or gender issues is required",,
LER,330,Comparative Labor Relations ,3,,,
LER,410,Labor and the European Union ,4,Consent of the instructor,,
LER,440,Economics of Labor Markets ,2 to 4,,,
LER,480,US Work Class Hist Since 1780 ,2 to 4,,,
LER,521,"Employment Law for HR Managers: Separations, Worker’s Compensation, and Safety ",4,Restricted to students in the MHRIR degree program,,
LER,522,"Employment Law for HR Managers: Discrimination, Compensation, and Privacy ",4,Restricted to students in the MHRIR program,,
LER,523,Org Fundamentals for HR ,4,,,
LER,526,Machine Learning Applications in HR ,4,LER 593 completion or concurrent enrollment is required,,
LER,530,Found of Ind Org Psych ,4,,,
LER,531,Workforce Analytics ,4,Restricted to students in the online MHRIR program (10KS0364MHRU),,
LER,532,Successful Change Management for HR Professionals ,4,Restricted to students in the online MHRIR program (10KS0364MHRU),,
LER,533,Fundamentals of Business Management ,4,Restricted to students in the online MHRIR program (10KS0364MHRU),,
LER,534,Leadership and Employee Engagement ,4,Restricted to students in the online MHRIR program (10KS0364MHRU),,
LER,535,Negotiation Principles in HR Context ,4,Restricted to students in the MHRIR programs,,
LER,536,Management of Workplace Gender Issues ,4,Restricted to students in the MHRIR program,,
LER,537,"Employee Stress, Well-Being, & Safety ",4,Restricted to students in the MHRIR program,,
LER,539,Talent Management ,4,Restricted to MHRIR:HR&Indus Reltns Onl-UIUC,,
LER,540,Labor Economics I ,4,,,
LER,541,Labor Economics II ,4,,,
LER,542,Collective Bargaining ,4,Consent of instructor,,
LER,543,Workplace Dispute Resolution ,3 or 4,,,
LER,544,Workforce Policies and Partnerships ,4,Restricted to students in the MHRIR and Ph,,
LER,545,Economics of Human Resources ,4,"LER 593 or equivalent, or consent of instructor",,
LER,546,The Gender Wage Gap ,4,Restricted to students in MHRIR or Ph,,
LER,547,Labor Law I ,3 or 4,,,
LER,550,Game Theory and HR Strategy ,4,Restricted to students in the MHRIR program,,
LER,551,Social Justice and the Workplace ,4,Restricted to MHRIR students in LER,,
LER,554,Comparative Employment Relations Systems ,4,Restricted to students in the MHRIR program,,
LER,556,Industrial Relations Theory ,4,Consent of instructor,,
LER,557,Human Resources Theory ,4,,,
LER,558,Faculty-Student Workshop ,0 to 4,,,
LER,559,Micro Research Methods ,4,"Doctoral degree student in LER, Department of Psychology, Economics, College of Business, College of Education",,
LER,560,Macro Research Methods ,4,Restricted to students with Graduate standing,,
LER,561,Compensation Systems ,4,,,
LER,562,HR Planning and Staffing ,4,,,
LER,564,HR Training and Development ,2,,,
LER,565,HR Management and Strategy ,4,One prior course from the Organizational Behavior and Personnel Management distribution subject area list (in the MHRIR degree requirements for the graduate degree in Labor and Employment Relations),,
LER,566,International HR Management ,4,Graduate standing,,
LER,567,Negotiation in HR Decisions ,2,Graduate standing,,
LER,568,Firm Performance and HR ,4,,,
LER,569,Power & Influence in HRM ,2,,,
LER,570,Leadership for HR Managers ,2,,,
LER,571,Executive Compensation ,4,Restricted to students in the MHRIR program,,
LER,572,Social Networks in Human Resource Management ,2,Restricted to students in the MHRIR program,,
LER,580,Internship ,0,Must be a student in the LER program,,
LER,590,Individual Topics ,0 to 8,,,
LER,591,Employment Relations Systems ,4,Graduate standing,,
LER,593,Quantitative Methods in LER ,4,Any elementary statistics course,,
LER,594,Tutorial Seminar ,0 to 4,Completion of no fewer than 24 graduate hours of LER course work,,
LER,595,Managing Diversity Globally ,4,,,
LER,597,Employee Motivation & Perfmnce ,4,,,
LER,598,Impl High Perf Work Systems ,4,,,
LER,599,Thesis Seminar ,0 to 16,,,
LGLA,408,Topics Lingala Lang & Lit II ,3,LGLA 407,,
LING,100,Intro to Language Science ,3,,SBS,SS
LING,104,Talking Culture ,3,,SBS,SS
LING,110,Cultural Experiences of the Muslim World ,0,,,
LING,115,Language and Culture in India ,3,,CS,NW
LING,191,Freshman Honors Tutorial ,1 to 3,Consent of departmental honors advisor,,
LING,199,Undergraduate Open Seminar ,1 to 5,,,
LING,210,Language History ,3,Fulfillment of the foreign language requirement of the College of Liberal Arts and Sciences,,
LING,221,American Sign Language II ,4,,,
LING,222,Language in Globalization ,3,,CS,NW
LING,225,"Language, Mind, and Brain ",3,,SBS,BSC
LING,240,Language in Human History ,3,Three years of high school foreign language study or fulfillment of the foreign language requirement of Liberal Arts and Sciences,HUM,HP
LING,250,American Voices: Linguistic Diversity in the US ,3,,"SBS, CS","SS, US"
LING,270,"Language, Technology & Society ",3,LING 100 or consent of instructor,"SBS, CS","BSC, WCC"
LING,290,Individual Study ,1 to 4,Written consent of instructor,,
LING,291,Linguistics Laboratory Research Experience ,1 to 3,Consent of instructor,,
LING,300,Anat & Physiol Spch Mechanism ,4,,,
LING,301,Elements of Syntax ,3,LING 100 or consent of instructor,ACP,
LING,302,Elements of Phonology ,3,LING 100 or consent of instructor,,
LING,303,General Speech Science ,4,,,
LING,304,Elements of Morphology ,3,LING 100,,
LING,307,Elmnts Semantics & Pragmatics ,3,LING 100 or consent of instructor,,
LING,321,American Sign Language III ,4,,,
LING,357,Intro to Conversation Analysis ,3,,,
LING,391,Honors Individual Study ,2 to 4,Written consent of instructor and linguistics course average of 3,,
LING,400,Intro to Linguistic Structure ,3 or 4,,,
LING,401,Intro to General Phonetics ,3 or 4,,,
LING,402,Tools & Tech Spch & Lang Proc ,3 or 4,,,
LING,403,Introduction to Field Methods ,3 or 4,LING 301 and LING 302 or LING 401,,
LING,404,Tutorials in Non-Western Lang ,1 to 5,Consent of instructor,,
LING,406,Introduction to Computational Linguistics ,3 or 4,"LING 100 or LING 400, and CS 225 or equivalent, and STAT 200 or STAT 212 or STAT 400 or CS 361 or equivalent",,
LING,407,Logic and Linguistic Analysis ,3 or 4,For undergraduate students: LING 307 or equivalent background with consent of instructor,,
LING,410,Historical Linguistics ,2 to 4,"LING 401 (or concurrent registration), and either LING 301 and LING 302, or LING 400",,
LING,412,Lang in African Culture & Soc ,3 or 4,,,
LING,413,Corpus Linguistics ,3 or 4,LING 100 or LING 400; and LING 402 or equivalent Python experience,,
LING,415,Machine Translation: History and Applications ,3 or 4,,,
LING,416,Structure of French Language ,3,,,
LING,418,Language & Minorities in Europe ,3 or 4,,,
LING,423,Language Acquisition ,3 or 4,,,
LING,425,Intro to Psycholinguistics ,3 or 4,An introductory course in linguistics or psychology,,
LING,426,Child & Adult Lang Acquisition ,3 or 4,An introductory course in linguistics or psychology,,
LING,427,Language and the Brain ,3 or 4,,,
LING,430,Intro to East Asian Ling ,3 or 4,LING 400; consent of instructor,,
LING,438,Philosophy of Language ,3 or 4,,,
LING,446,Fundamentals for Speech Signal Processing and Analysis ,3 or 4,LING 402 or equivalent,,
LING,448,Introductory Machine Learning ,3 or 4,Intermediate-level Python programming skills,,
LING,450,Sociolinguistics I ,3 or 4,,,
LING,462,Introduction to Romance Linguistics ,3 or 4,,,
LING,469,Structure of Semitic Languages ,3 or 4,"LING 100, LING 400, or consent of instructor",,
LING,480,Intro to Slavic Linguistics ,3 or 4,,,
LING,489,Theoretical Foundations of SLA ,3 or 4,An introductory course in linguistics or consent of instructor,,
LING,490,Special Topics in Linguistics ,3 or 4,"LING 100, LING 400, or consent of instructor",,
LING,501,Syntax I ,4,LING 400 or equivalent,,
LING,502,Phonology I ,4,LING 401 or consent of instructor,,
LING,504,Practicum ,2,,,
LING,506,Topics in Computational Ling ,4,"LING 406, and an introductory level Computer Science programming course, or consent of instructor",,
LING,507,Formal Semantics I ,4,LING 407 or consent of the instructor,,
LING,512,Language and Culture ,4,,,
LING,514,Design and Methodology in Linguistic Research ,4,"LING 400 or equivalent; LING 425, or EIL 489 or consent of instructor",,
LING,516,Field Methods ,4,LING 501 and LING 502,,
LING,518,Language in Culture II ,4,,,
LING,520,Acoustic Phonetics ,4,LING 401 and LING 502,,
LING,522,Articulatory Phonetics ,4,LING 401 or equivalent,,
LING,524,Dev Psycholinguistics ,2 or 4,,,
LING,525,Psycholinguistics ,2 or 4,,,
LING,529,Second Lang Acq & Bilingualism ,4,Consent of instructor,,
LING,541,Syntax II ,4,LING 501 or consent of instructor,,
LING,542,Phonology II ,4,LING 502,,
LING,547,Formal Semantics II ,4,LING 507 or consent of instructor,,
LING,550,Sociolinguistics II ,4,LING 450 or equivalent,,
LING,551,Pragmatics ,4,"LING 501 and LING 507, or consent of instructor",,
LING,559,Sem Romance Ling ,4,,,
LING,560,Seminar in Bilingualism ,4,LING 450 or an introductory course in linguistics,,
LING,570,Seminar in Cognitive Science ,2 or 4,,,
LING,575,Exper Phon I Spch Physiol ,4,,,
LING,576,Exper Phon II Spch Acous Perc ,4,,,
LING,582,Topics in Phonological Theory ,4,LING 542 or consent of instructor,,
LING,584,Theories in Second Language Acquisition ,4,,,
LING,587,Topics in Sociolinguistics ,4,LING 450,,
LING,588,Sem Second Lang Learn ,4,,,
LING,590,Special Topics in Linguistics ,2 to 8,,,
LING,591,Seminar in Linguistic Analysis ,2 or 4,LING 501 and LING 502,,
LING,599,Thesis Research ,0 to 16,,,
LLS,100,Intro Latina/Latino Studies ,3,,"SBS, CS","SS, US"
LLS,199,Undergraduate Open Seminar ,1 to 5,,,
LLS,200,U.S. Race and Empire ,3,,"CS, HUM","HP, US"
LLS,201,US Racial & Ethnic Politics ,3,,"SBS, CS","SS, US"
LLS,215,US Citizenship Comparatively ,3,,"CS, HUM","HP, US"
LLS,220,Latina/o Migration ,3,,"SBS, CS","SS, US"
LLS,230,Latina/o Genders & Sexualities ,3,,CS,US
LLS,235,Race and the Politics of Reproduction ,3,,,
LLS,238,Latina/o Social Movements ,3,,,
LLS,240,Latina/o Popular Culture ,3,,CS,US
LLS,242,Intro to Latina/o Literature ,3,,"CS, HUM","LA, US"
LLS,246,Gender & Sexuality in Latina/o Literature ,3,,"CS, HUM","LA, US"
LLS,248,"Latin American Diaspora through Film: Beyond Braceros, Narcos, and Latin Lovers ",3,,"CS, HUM","LA, US"
LLS,250,Latina/os on the Bronze Screen ,3,,"CS, HUM","LA, US"
LLS,258,Muslims in America ,3,,"SBS, CS","SS, US"
LLS,259,Latina/o Anthropology ,3,,"SBS, CS","SS, US"
LLS,260,Graffiti and Murals ,3,,"CS, HUM","LA, WCC"
LLS,278,Mapping Latina/o Inequalities ,3,,,
LLS,279,Mexican-American History ,3,,"CS, HUM","HP, US"
LLS,280,Caribbean Latina/o Migration ,3,,"CS, HUM","HP, US"
LLS,281,Constructing Race in America ,3,,"CS, HUM","HP, US"
LLS,282,Feminist and Queer Activisms ,3,,CS,US
LLS,296,Topics Latina/o Studies ,3,,,
LLS,305,"Theories of Race, Gender, and Sexuality ",3,,ACP,
LLS,308,Spanish in the United States ,3,,,
LLS,310,Race and Cultural Diversity ,4,,"CS, ACP",US
LLS,316,Latina/Latino Politics ,3,,,
LLS,320,Gender & Latina/o Migration ,3,LLS 100 or SOC 100,,
LLS,322,US Latina and Latino Families ,3,,CS,US
LLS,343,Criminalization and Punishment ,3,,,
LLS,355,Race and Mixed Race ,3,Any lower division LLS or SOC or AAS course,,
LLS,357,Literatures of the Displaced ,3,,,
LLS,360,Contemporary US Latina/o Lit ,3,,"CS, HUM","LA, US"
LLS,365,"Chicana/Latina Autobiography, Memoir, Testimonio ",3,,,
LLS,368,Latinas/os & Public Policy ,3,,,
LLS,370,Latina/o Ethnography ,3,Any lower division course in LLS or ANTH,,
LLS,372,"Immigration, Law, and Rights ",3,,ACP,
LLS,375,Latina/o Media in the US ,3,,,
LLS,377,"Prisons, Race, and Terror ",3,,,
LLS,379,Latina/os and the City ,3,,,
LLS,382,Race and Migration in Chicago ,3,One course in either LLS or HIST,,
LLS,385,Theory and Methods in LLS ,3,LLS 100,ACP,
LLS,387,"Race, Gender and the Body ",3,LLS 100,,
LLS,390,Independent Study ,0 to 3,One course in Latina/Latino Studies and consent of instructor,,
LLS,391,Oral History Methods ,3,,,
LLS,392,Chicanas&Latinas: Self&Society ,3,"Any 100, 200, or 300-level LLS, GWS, or SOC course",ACP,
LLS,396,Adv Topics Latina/o Studies ,2 or 3,,,
LLS,410,Writing Latina/o Chicago ,3 or 4,LLS 100,,
LLS,412,Hispanics in the U.S. ,3 or 4,,,
LLS,416,Latinx Feminisms ,3 or 4,,,
LLS,433,Foundations of Bilingual Education ,4,,,
LLS,435,Commodifying Difference ,3 or 4,"Any combination of 6 hours from Latina/o Studies, Asian American Studies, Afro-American Studies, Gender and Women Studies or Media and Cinema Studies; graduate standing, or consent of instructor",,
LLS,442,Latina Literature ,3 or 4,At least one previous course in U,,
LLS,449,Issues in Latina/o Education ,2 to 4,,,
LLS,458,Latina/o Performance ,3 or 4,,,
LLS,460,Critical Ethnic Studies ,3 or 4,,,
LLS,465,"Race, Sex, and Deviance ",3 or 4,"Any lower division course in LLS, AAS, AFRO, or GWS",,
LLS,468,Latinas/os & the Law ,3 or 4,,,
LLS,472,"Border Latina, Latino Cultures ",3 or 4,,,
LLS,473,"Immigration, Health & Society ",3 or 4,,,
LLS,475,History of the American West ,3 or 4,,,
LLS,479,"Race, Medicine, and Society ",3 or 4,LLS 100 or consent of instructor,,
LLS,490,Research and Writing Seminar ,4,LLS 385; senior standing; and enrollment as a major in Latina/Latino Studies,,
LLS,495,Senior Honors Thesis ,2 or 4,Senior standing; enrollment as a major in Latina/Latino Studies; a cumulative grade point average of at least 3,,
LLS,496,Seminar in Latina/o Studies ,3 or 4,,,
LLS,517,Bilingual and English as a Second Language Assessment ,4,,,
LLS,554,Inequalities In A Diverse Society ,4,,,
LLS,561,Race and Cultural Critique ,4,,,
LLS,577,Perspectives in LLS ,4,One undergraduate or graduate course in Latina/Latino Studies or consent of instructor,,
LLS,590,Independent Study ,1 to 4,,,
LLS,596,Graduate Seminar in LLS ,4,,,
MACS,100,Intro to Popular TV & Movies ,3,,"CS, HUM","LA, WCC"
MACS,101,Introduction to the Media ,3,,ACP,
MACS,104,Introduction to Film ,3,,HUM,LA
MACS,117,Shakespeare on Film ,3,,HUM,LA
MACS,140,Smartphone Cinema ,3,,,
MACS,150,Introduction to Digital Media Production ,4,,,
MACS,166,Contemporary Media Literacy ,3,,,
MACS,199,Undergraduate Open Seminar ,1 to 5,,,
MACS,202,Social Aspects Info Tech ,3,,SBS,SS
MACS,203,Contemporary Movies ,3,,HUM,LA
MACS,204,Gender in Gaming ,3,,,
MACS,205,Introduction to Documentary ,3,Sophmore standing or above required,,
MACS,207,Indian Cinema in Context ,3,,"CS, HUM","LA, NW"
MACS,211,Intro to African-American Film ,3,,CS,US
MACS,224,Sportsmedia Technology & Culture ,3,,,
MACS,227,Studies in Black Television ,3,,,
MACS,250,Latina/os on the Bronze Screen ,3,,"CS, HUM","LA, US"
MACS,260,Film Production ,4,MACS 140 OR MACS 150 OR sophomore standing,,
MACS,261,Survey of World Cinema I ,3,,"CS, HUM","LA, WCC"
MACS,262,Survey of World Cinema II ,3,,"CS, HUM","LA, WCC"
MACS,264,Media Industries ,4,,"CS, HUM","HP, WCC"
MACS,265,Innovation Illinois: From Accessible Design to Supercomputing Cultures ,3,,,
MACS,266,Community Innovation ,3,,"SBS, CS","SS, WCC"
MACS,273,"American Cinema, 1950-2000 ",3,,,
MACS,275,Am Indian and Indigenous Film ,3,,"CS, HUM","LA, US"
MACS,282,A World of Death and Blood: The Horror Movie ,3,,,
MACS,284,Animated Media from Mickey to GIFs ,3,,,
MACS,295,Intro Media/Cinema Topics ,3,,,
MACS,300,Topics in Film and History ,3,,,
MACS,301,Cinema Decades ,3,,,
MACS,317,Media History ,3,,,
MACS,320,Popular Culture ,3,,,
MACS,321,Film Culture ,3,,CS,WCC
MACS,322,Politics and the Media ,3,,,
MACS,323,Studies Film/Media Production ,1 to 3,Consent of instructor,,
MACS,326,"New Media, Culture & Society ",3,,,
MACS,331,Media and Democracy ,3,,,
MACS,335,"Film, TV, and Gender ",3,,,
MACS,345,Digital & Gender Cultures ,3,,,
MACS,346,Case Study: Endless Summer ,3,,,
MACS,350,Film Analysis and Criticism ,3,,,
MACS,351,Media Analysis ,3,,SBS,SS
MACS,356,Sex & Gender in Popular Media ,3,,CS,WCC
MACS,361,Film Theory ,3,,,
MACS,364,Topics in Media Business ,3,,,
MACS,365,Asian American Media and Film ,3,,,
MACS,366,Film Festivals ,3,,,
MACS,370,Cinematography and Sound Design ,4,MACS 260: Film Production,,
MACS,371,Editing and Post-production for Cinema ,4,MACS 260: Film Production,,
MACS,372,Screenwriting ,3,,,
MACS,373,Special Topics in Film Studies ,3,,,
MACS,375,Latina/o Media in the US ,3,,,
MACS,377,Global Communications ,3,,,
MACS,380,21st Century Documentaries ,3,,,
MACS,381,Black Women and Film ,3,,,
MACS,382,Media and Cinema in French ,3,,,
MACS,383,French & Comparative Cinema II ,3,,,
MACS,389,International Communications ,3,,,
MACS,391,Individual Study ,0 to 3,Consent of instructor,,
MACS,395,Special Media/Cinema Topics ,3,,,
MACS,408,TV Studies ,3 or 4,,,
MACS,410,Media Ethics ,3 or 4,,,
MACS,419,Russian & East European Film ,3 or 4,,,
MACS,423,Language Acquisition ,3 or 4,,,
MACS,425,Intro to Psycholinguistics ,3 or 4,,,
MACS,432,Commodifying Difference ,3 or 4,,,
MACS,461,Politics of Popular Culture ,3 or 4,,,
MACS,463,Public Relations and the Entertainment Industry ,3,,,
MACS,466,Japanese Cinema ,3 or 4,"One course in the College of Media or East Asian Languages and Cultures, or consent of instructor",,
MACS,470,Topics in Italian Cinema ,3 or 4,,,
MACS,472,Advanced Screenwriting ,3 or 4,,,
MACS,480,Advanced Filmmaking ,3,MACS 370: Cinematography and Sound Recording,,
MACS,481,Advanced Filmmaking Studio ,3,MACS 370: Cinematography and Sound Recording,,
MACS,484,Media Professionalization ,3,,,
MACS,485,Making Video Essays ,3 or 4,Junior standing required,,
MACS,490,Green Screen: Film and Nature ,3 or 4,,,
MACS,492,Scandinavian Cinema ,3 or 4,,,
MACS,493,German Cinema I ,3,,,
MACS,494,German Cinema II ,3,,,
MACS,495,Internship Seminar ,0 to 1,Consent of instructor,,
MACS,496,Advanced Media/Cinema Topics ,3 or 4,One College of Media course or consent of instructor,,
MACS,499,Senior Project ,0,Consent of instructor and a completed/submitted MACS Senior Project Learning Agreement,,
MACS,503,Historiography of Cinema ,4,,,
MACS,504,Theories of Cinema ,4,,,
MACS,590,Seminar Media Themes ,1 to 4,,,
MATH,101,Thinking Mathematically ,3,Three years of high school mathematics,,
MATH,103,Theory of Arithmetic ,4,MATH 112 (formerly MATH 012) or equivalent,QR,QR1
MATH,112,Algebra ,3,An adequate ALEKS placement score as described at http://math,,
MATH,114,Trigonometry ,2,1,,
MATH,115,Preparation for Calculus ,3,An adequate ALEKS placement score as described at http://math,QR,QR1
MATH,117,Elementary Mathematics ,4,MATH 112 (formerly MATH 012) or equivalent,QR,QR1
MATH,119,Ideas in Geometry ,3,Two units of high school algebra; one unit of high school geometry; or equivalent,QR,QR1
MATH,124,Finite Mathematics ,3,MATH 112 (formerly MATH 012) or an adequate ALEKS score,QR,QR1
MATH,181,A Mathematical World ,3,"Three years of high school mathematics, including two years of algebra and one year of geometry",QR,QR1
MATH,198,Freshman Seminar ,3,Enrollment in the mathematics honors program; consent of department,,
MATH,199,Undergraduate Open Seminar ,1 to 5,,,
MATH,213,Basic Discrete Mathematics ,3,"MATH 220 or MATH 221, or equivalent",QR,"QR1, QR2"
MATH,220,Calculus ,5,An adequate ALEKS placement score as described at http://math,QR,QR1
MATH,221,Calculus I ,4,An adequate ALEKS placement score as described at http://math,QR,QR1
MATH,225,Introductory Matrix Theory ,2,MATH 220 or MATH 221; or equivalent,,
MATH,227,Linear Algebra for Data Science ,3,"Assumes an introductory knowledge of Python, such as students acquire in STAT 107",,
MATH,231,Calculus II ,3,MATH 220 or MATH 221,QR,QR1
MATH,234,Calculus for Business I ,4,An adequate ALEKS placement score as described at http://math,QR,QR1
MATH,241,Calculus III ,4,MATH 231,QR,"QR1, QR2"
MATH,257,Linear Algebra with Computational Applications ,3,MATH 220 or MATH 221; CS 101 or equivalent programming experience,,
MATH,284,Intro Differential Systems ,4,MATH 231 or equivalent,,
MATH,285,Intro Differential Equations ,3,MATH 241,QR,"QR1, QR2"
MATH,292,Vector Calculus Supplement ,2,Consent of instructor,,
MATH,299,Topics in Mathematics ,1 to 4,MATH 220 or MATH 221; consent of instructor,,
